X	Row.names	T8_LG_p_val	T8_LG_avg_logFC	T8_LG_pct.1	T8_LG_pct.2	T8_LG_p_val_adj	keggList..spu..	ID	gene_id	gene_short_name	cell_group	marker_score	mean_expression	fraction_expressing	specificity	pseudo_R2	marker_test_p_value	marker_test_q_value	V1	uniprot	u_ev	spurAcc	s_ev	spID02	sp_ecb	dmel	dmel_ev	cel_ID	cel_ev	cel_sym	HitAcc	HitDesc	E.Value
19211	LOC579087	9.44e-20	1.06106514	0.522	0.067	2.06e-15	teneurin-3 isoform X1	spu:579087	LOC105324492	teneurin-2	2	0.136381658906295	0.878209493241462	0.440711462450593	0.309457934558678	0.104989319740314	1.45956235618662e-53	5.80608067041612e-48	lcl|NW_011934994.1_cds_XP_011421937.1_4464	sp|O61307|TENM_DROME	0	XP_030836269.1	0	1752349390	ECB-GENE-23043522	FBgn0004449	7.28e-17	R13F6.4e.1	0	ten-1	XP_011421885.1	PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421893.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421907.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421915.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421923.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421929.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421937.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421944.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421953.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_019921036.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_019921047.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]	0
19211	LOC579087	9.44e-20	1.06106514	0.522	0.067	2.06e-15	teneurin-3 isoform X1	spu:579087	LOC105324492	teneurin-2	2	0.136381658906295	0.878209493241462	0.440711462450593	0.309457934558678	0.104989319740314	1.45956235618662e-53	5.80608067041612e-48	lcl|NW_011934994.1_cds_XP_011421944.1_4465	sp|O61307|TENM_DROME	0	XP_030836269.1	0	1752349390	ECB-GENE-23043522	FBgn0004449	7.28e-17	R13F6.4e.1	0	ten-1	XP_011421885.1	PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421893.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421907.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421915.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421923.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421929.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421937.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421944.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421953.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_019921036.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_019921047.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]	0
19211	LOC579087	9.44e-20	1.06106514	0.522	0.067	2.06e-15	teneurin-3 isoform X1	spu:579087	LOC105324492	teneurin-2	2	0.136381658906295	0.878209493241462	0.440711462450593	0.309457934558678	0.104989319740314	1.45956235618662e-53	5.80608067041612e-48	lcl|NW_011934994.1_cds_XP_011421953.1_4466	sp|O61307|TENM_DROME	0	XP_030836269.1	0	1752349390	ECB-GENE-23043522	FBgn0004449	7.28e-17	R13F6.4e.1	0	ten-1	XP_011421885.1	PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421893.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421907.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421915.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421923.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421929.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421937.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421944.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421953.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_019921036.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_019921047.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]	0
19211	LOC579087	9.44e-20	1.06106514	0.522	0.067	2.06e-15	teneurin-3 isoform X1	spu:579087	LOC105324492	teneurin-2	2	0.136381658906295	0.878209493241462	0.440711462450593	0.309457934558678	0.104989319740314	1.45956235618662e-53	5.80608067041612e-48	lcl|NW_011934994.1_cds_XP_011421970.1_4467	sp|O61307|TENM_DROME	0	XP_030836269.1	0	1752349390	ECB-GENE-23043522	FBgn0004449	7.26e-17	R13F6.4e.1	0	ten-1	XP_011421970.1	PREDICTED: teneurin-m isoform X2 [Crassostrea gigas]	0
19211	LOC579087	9.44e-20	1.06106514	0.522	0.067	2.06e-15	teneurin-3 isoform X1	spu:579087	LOC105324492	teneurin-2	2	0.136381658906295	0.878209493241462	0.440711462450593	0.309457934558678	0.104989319740314	1.45956235618662e-53	5.80608067041612e-48	lcl|NW_011934994.1_cds_XP_011421977.1_4468	sp|O61307|TENM_DROME	0	XP_030836269.1	0	1752349390	ECB-GENE-23043522	FBgn0004449	7.25e-17	R13F6.4d.1	0	ten-1	XP_011421977.1	PREDICTED: teneurin-m isoform X3 [Crassostrea gigas]	0
19211	LOC579087	9.44e-20	1.06106514	0.522	0.067	2.06e-15	teneurin-3 isoform X1	spu:579087	LOC105324492	teneurin-2	2	0.136381658906295	0.878209493241462	0.440711462450593	0.309457934558678	0.104989319740314	1.45956235618662e-53	5.80608067041612e-48	lcl|NW_011934994.1_cds_XP_011421988.1_4469	sp|O61307|TENM_DROME	0	XP_030836269.1	0	1752349390	ECB-GENE-23043522	FBgn0004449	7.09e-17	R13F6.4a.1	3.36e-178	ten-1	XP_011421988.1	PREDICTED: teneurin-m isoform X4 [Crassostrea gigas]	0
19211	LOC579087	9.44e-20	1.06106514	0.522	0.067	2.06e-15	teneurin-3 isoform X1	spu:579087	LOC105324492	teneurin-2	2	0.136381658906295	0.878209493241462	0.440711462450593	0.309457934558678	0.104989319740314	1.45956235618662e-53	5.80608067041612e-48	lcl|NW_011934994.1_cds_XP_011421994.1_4470	sp|O61307|TENM_DROME	0	XP_030836269.1	0	1752349390	ECB-GENE-23043522	FBgn0004449	7.06e-17	R13F6.4a.1	0	ten-1	XP_011421994.1	PREDICTED: teneurin-m isoform X5 [Crassostrea gigas]	0
19211	LOC579087	9.44e-20	1.06106514	0.522	0.067	2.06e-15	teneurin-3 isoform X1	spu:579087	LOC105324492	teneurin-2	2	0.136381658906295	0.878209493241462	0.440711462450593	0.309457934558678	0.104989319740314	1.45956235618662e-53	5.80608067041612e-48	lcl|NW_011934994.1_cds_XP_019921058.1_4471	sp|O61307|TENM_DROME	0	XP_030836269.1	0	1752349390	ECB-GENE-23043522	FBgn0004449	6.9e-17	R13F6.4a.1	6.5e-163	ten-1	XP_019921058.1	PREDICTED: teneurin-2 isoform X7 [Crassostrea gigas]	0
19211	LOC579087	9.44e-20	1.06106514	0.522	0.067	2.06e-15	teneurin-3 isoform X1	spu:579087	LOC105324492	teneurin-2	2	0.136381658906295	0.878209493241462	0.440711462450593	0.309457934558678	0.104989319740314	1.45956235618662e-53	5.80608067041612e-48	lcl|NW_011934994.1_cds_XP_011422001.1_4472	sp|O61307|TENM_DROME	0	XP_030836269.1	0	1752349390	ECB-GENE-23043522	FBgn0004449	6.99e-17	R13F6.4e.1	0	ten-1	XP_011422001.1	PREDICTED: teneurin-m isoform X6 [Crassostrea gigas]	0
21344	LOC583206	8.84e-28	1.056574264	0.435	0.033	1.93e-23	protein turtle homolog A	spu:583206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1930	LOC100890824	8.29e-12	1.051937028	0.609	0.146	1.81e-7	RNA binding protein fox-1 homolog 3 isoform X1	spu:100890824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17818	LOC576544	5.28e-11	1.051748858	0.826	0.308	1.15e-6	protein ECT2	spu:576544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20954	LOC582362	6.32e-12	1.04991624	0.565	0.132	1.38e-7	enhancer of mRNA-decapping protein 3	spu:582362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28214	LOC764563	1.14e-8	1.049912252	0.87	0.454	2.49284e-4	LOW QUALITY PROTEIN: cyclin-dependent kinase 11B	spu:764563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18680	LOC578079	5.66e-9	1.049728979	0.913	0.667	1.23442e-4	uncharacterized protein LOC578079 isoform X1	spu:578079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22026	LOC584816	1.2e-7	1.047927133	0.609	0.231	0.002621297	rho guanine nucleotide exchange factor 3 isoform X1	spu:584816	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22575	LOC586140	2.94e-12	1.039880804	0.739	0.231	6.42e-8	protein Red	spu:586140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23201	LOC587667	4.13e-7	1.038272979	0.565	0.217	0.009016316	protein max isoform X1	spu:587667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23860	LOC589247	2.95e-7	1.036709311	0.913	0.643	0.006434966	AT-rich interactive domain-containing protein 4A	spu:589247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1849	LOC100890687	0.001496812	1.034417593	0.609	0.402	1	late histone H2A.2.2-like	spu:100890687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19574	LOC579744	2.68e-100	1.03398978	0.391	0.007	5.85e-96	LOW QUALITY PROTEIN: histone H1.1	spu:579744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18555	LOC577863	6.79e-9	1.027672647	0.565	0.175	1.48158e-4	dnaJ homolog subfamily C member 21 isoform X1	spu:577863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4290	LOC105437259	2.28e-8	1.02732549	0.826	0.462	4.97056e-4	transcriptional adapter 2-beta	spu:105437259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23841	LOC589199	9.78e-6	1.025101735	0.696	0.434	0.213403624	centromere protein C	spu:589199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22757	LOC586560	1.09e-10	1.025009334	1	0.538	2.39e-6	uncharacterized protein LOC586560	spu:586560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
848	LOC100889086	1.79e-11	1.021303712	0.565	0.132	3.91e-7	nucleolar protein 12	spu:100889086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23522	LOC588463	1.28e-8	1.020796857	0.696	0.285	2.79634e-4	metal regulatory transcription factor 1	spu:588463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20959	LOC582369	2.29e-9	1.015822817	0.696	0.256	4.99e-5	double-stranded RNA-binding protein Staufen homolog 2 isoform X1	spu:582369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27048	LOC754745	1.62e-13	1.014424027	0.391	0.055	3.53e-9	probable ATP-dependent RNA helicase DDX43	spu:754745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2695	LOC100892059	1.67e-12	1.012958436	0.522	0.105	3.64e-8	transcription factor 20	spu:100892059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25850	LOC593807	1.34e-10	1.009746958	0.957	0.505	2.92e-6	targeting protein for Xklp2 homolog isoform X1	spu:593807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17981	LOC576835	5.02e-15	1.00171384	1	0.997	1.1e-10	insulin-like growth factor 2 mRNA-binding protein 1 isoform X1	spu:576835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18942	LOC578567	4.62e-9	1.001009542	0.957	0.561	1.00792e-4	transcriptional regulator ATRX homolog isoform X1	spu:578567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18539	LOC577835	7.66e-11	0.99859488	0.609	0.165	1.67e-6	AT-rich interactive domain-containing protein 5B	spu:577835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20316	LOC581153	2.98e-8	0.998495063	0.826	0.408	6.50758e-4	tropomodulin-2	spu:581153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18356	LOC577510	4.05e-6	0.993204517	0.696	0.396	0.088297472	centrosome-associated protein 350 isoform X1	spu:577510	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23854	LOC589233	3.57e-7	0.991346068	0.652	0.292	0.007782611	vasculin	spu:589233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22665	LOC586368	6.73e-11	0.99130415	0.565	0.144	1.47e-6	protein MEMO1	spu:586368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17754	LOC576431	5.09e-9	0.986030394	0.739	0.308	1.11171e-4	double-stranded RNA-specific editase 1	spu:576431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20532	LOC581577	1.09e-6	0.984491975	0.609	0.255	0.023771906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20807	LOC582089	7.26e-10	0.982825465	0.478	0.11	1.58e-5	pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3	spu:582089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26980	LOC754442	1.24e-13	0.981559126	0.565	0.114	2.71e-9	parafibromin	spu:754442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17473	LOC575917	1.73e-13	0.980654112	0.478	0.081	3.77e-9	G patch domain-containing protein 3	spu:575917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18973	LOC578627	1.04e-9	0.979542912	0.913	0.764	2.26e-5	ras-related protein Rab-5B	spu:578627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
699	LOC100888845	2.57e-8	0.975011686	0.826	0.492	5.61156e-4	ras association domain-containing protein 1 isoform X1	spu:100888845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20118	LOC580770	1.69e-7	0.971264337	0.565	0.203	0.003694249	protein regulator of cytokinesis 1 isoform X1	spu:580770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17381	LOC575742	1.01e-6	0.970799222	0.696	0.338	0.022094311	E3 ubiquitin-protein ligase HUWE1	spu:575742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1185	LOC100889604	4.32e-8	0.969983316	0.435	0.111	9.41867e-4	zinc finger protein 652-B isoform X1	spu:100889604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24537	LOC590813	1.18e-6	0.969859648	0.652	0.333	0.02576387	cytoplasmic dynein 1 light intermediate chain 2 isoform X2	spu:590813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1427	LOC100890018	2.91e-55	0.965815913	0.478	0.02	6.34e-51	uncharacterized protein LOC100890018 isoform X1	spu:100890018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
434	LOC100888414	1.17e-10	0.962854642	0.348	0.055	2.55e-6	uncharacterized protein C8orf48 homolog isoform X1	spu:100888414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22277	LOC585431	1.5e-7	0.962292899	0.435	0.121	0.003269771	nitric oxide synthase-interacting protein	spu:585431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25601	LOC593162	3.58e-9	0.96080062	0.783	0.318	7.81e-5	nucleolin isoform X1	spu:593162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18259	LOC577351	2.02e-13	0.956626853	0.696	0.18	4.42e-9	pre-mRNA-splicing factor CWC25 homolog	spu:577351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26005	LOC594218	1.19e-6	0.951788933	0.435	0.134	0.026052193	nuclear speckle splicing regulatory protein 1	spu:594218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7734	LOC105446195	8.58e-8	0.944537621	0.739	0.334	0.001872716	pre-mRNA-splicing factor CWC22 homolog	spu:105446195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19910	LOC580365	3.78e-8	0.940724203	0.87	0.565	8.25114e-4	mitochondrial-processing peptidase subunit beta	spu:580365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24831	LOC591524	6.02e-6	0.940668093	0.565	0.247	0.13145257900000001	LOW QUALITY PROTEIN: CCR4-NOT transcription complex subunit 1	spu:591524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17591	LOC576136	1.42e-7	0.939862564	0.739	0.352	0.003103723	SWI/SNF complex subunit SMARCC2 isoform X1	spu:576136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27179	LOC755431	3.62e-8	0.938674892	0.696	0.29	7.90027e-4	microtubule-associated protein futsch	spu:755431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22115	LOC585046	2.9e-8	0.936610073	0.565	0.185	6.32733e-4	protein Jumonji	spu:585046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7821	LOC105446422	1.01e-12	0.936408485	0.565	0.122	2.21e-8	DNA-directed RNA polymerase I subunit RPA43	spu:105446422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17768	LOC576451	3.07e-11	0.934943189	0.348	0.052	6.7e-7	fas-binding factor 1 homolog	spu:576451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3024	LOC100892660	6.28e-14	0.931814546	0.522	0.093	1.37e-9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24656	LOC591088	6.54e-8	0.93082673	0.522	0.161	0.001427348	heat shock factor protein 1 isoform X1	spu:591088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22292	LOC585461	1.08e-9	0.926936069	0.957	0.916	2.35e-5	ubiquitin-conjugating enzyme E2 R2	spu:585461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25585	LOC593121	1.75e-21	0.926773953	0.348	0.027	3.81e-17	DNA oxidative demethylase ALKBH2	spu:593121	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18498	LOC577772	1.04e-6	0.926492049	0.478	0.155	0.022672044	probable ATP-dependent RNA helicase DDX27	spu:577772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28390	Sp-Smad2/3	5.56e-9	0.923639605	0.565	0.17	1.21351e-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20988	LOC582434	4.01e-9	0.922328447	0.478	0.118	8.75e-5	signal recognition particle subunit SRP68	spu:582434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21369	LOC583272	2.29e-11	0.922134812	0.522	0.116	4.99e-7	microfibrillar-associated protein 1	spu:583272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9	HDAC1	4.73e-9	0.922085106	0.826	0.381	1.03253e-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26924	LOC754248	1.97e-5	0.921315429	0.696	0.381	0.429457408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17293	LOC575596	3.74e-7	0.915028986	0.957	0.734	0.008168924	programmed cell death protein 4	spu:575596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20979	LOC582414	4.73e-6	0.913950594	0.478	0.175	0.103281169	serine/arginine repetitive matrix protein 2	spu:582414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5519	LOC105440291	1.34e-7	0.912969403	0.652	0.27	0.002930368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26690	LOC753487	5.17e-9	0.909832833	0.957	0.637	1.12911e-4	ubiquitin-conjugating enzyme E2 2 isoform X2	spu:753487	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18681	LOC578080	4.1e-8	0.909059015	0.522	0.161	8.95146e-4	rac GTPase-activating protein 1 isoform X1	spu:578080	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2620	LOC100891935	2.83e-7	0.905114724	0.739	0.383	0.00618297	histone-lysine N-methyltransferase, H3 lysine-79 specific isoform X1	spu:100891935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7676	LOC105446077	2.79e-5	0.901121376	0.609	0.3	0.609609171	SH2 domain-containing adapter protein F-like	spu:105446077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17523	LOC576016	9.68e-7	0.900830228	0.87	0.526	0.02112657	nucleolar protein 58	spu:576016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24158	LOC589923	1.43e-7	0.899261366	0.87	0.717	0.003118239	afadin isoform X1	spu:589923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19179	LOC579031	1.01e-8	0.896055308	0.652	0.226	2.19716e-4	probable ribonuclease ZC3H12C	spu:579031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
