X	Row.names	p_val	avg_logFC	pct.1	pct.2	p_val_adj	keggList..spu..	ID	X.1	gene_id	gene_short_name	cell_group	marker_score	mean_expression	fraction_expressing	specificity	pseudo_R2	marker_test_p_value	marker_test_q_value	V1	uniprot	u_ev	spurAcc	s_ev	spID02	sp_ecb	dmel	dmel_ev	cel_ID	cel_ev	cel_sym	HitAcc	HitDesc	E.Value
22922	LOC587044	2.01809e-4	0.296305086	0.346	0.252	1	WD repeat-containing protein 74	spu:587044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6456	LOC105442832	4.16e-9	0.296149871	0.907	0.96	9.08e-5	scaffold attachment factor B2 isoform X1	spu:105442832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17252	LOC575583	0.001066044	0.296112439	0.467	0.458	1	coiled-coil and C2 domain-containing protein 2A isoform X1	spu:575583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2219	LOC100891322	0.132707531	0.295584755	0.402	0.471	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18998	LOC578745	0.003169323	0.295157249	0.57	0.635	1	sorcin isoform X1	spu:578745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26903	LOC754338	1.07772e-4	0.294334783	0.393	0.306	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22163	LOC585248	0.001437191	0.293456912	0.449	0.427	1	cilia- and flagella-associated protein 74	spu:585248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18168	LOC577253	1.82286e-4	0.292846001	0.71	0.806	1	leucine-rich repeat flightless-interacting protein 2 isoform X1	spu:577253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27413	LOC756946	0.002244763	0.292297762	0.308	0.24	1	leucine-rich repeat-containing protein 27	spu:756946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26318	LOC752406	7.59e-5	0.291993458	0.308	0.199	1	exportin-2	spu:752406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24499	LOC590830	3.43e-5	0.291802576	0.495	0.435	0.74908757	tetratricopeptide repeat protein 29	spu:590830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24544	LOC590941	1.19e-6	0.291099945	0.879	0.909	0.02606978	translationally-controlled tumor protein homolog	spu:590941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4207	LOC105437080	0.001287636	0.290616967	0.28	0.201	1	clusterin-associated protein 1	spu:105437080	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16727	LOC574604	7.38e-5	0.289447975	0.636	0.675	1	RING finger protein 10	spu:574604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24963	LOC591878	4.06589e-4	0.289258046	0.43	0.377	1	myosin-11	spu:591878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18113	LOC577161	5.8491e-4	0.288849583	0.486	0.454	1	C-Jun-amino-terminal kinase-interacting protein 4 isoform X1	spu:577161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20020	LOC580638	7.95645e-4	0.288716564	0.682	0.767	1	splicing factor 3B subunit 2 isoform X1	spu:580638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21388	LOC583405	0.006729878	0.288432133	0.43	0.427	1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11	spu:583405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18303	LOC577479	9.13945e-4	0.288397318	0.626	0.677	1	girdin isoform X1	spu:577479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26123	LOC594706	2.8e-8	0.287400035	0.187	0.062	6.10517e-4	aminoacyl tRNA synthase complex-interacting multifunctional protein 1	spu:594706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26506	LOC752989	2.11e-5	0.287072063	0.72	0.703	0.460670944	DNA ligase 1 isoform X1	spu:752989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2594	LOC100891918	6.26e-12	0.287064276	0.981	0.991	1.37e-7	far upstream element-binding protein 1 isoform X8	spu:100891918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1011	LOC100889352	9.43e-6	0.286785446	0.832	0.863	0.205694675	uncharacterized protein LOC100889352 isoform X1	spu:100889352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19051	LOC578850	6.12541e-4	0.286300853	0.636	0.719	1	U5 small nuclear ribonucleoprotein 40 kDa protein	spu:578850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27814	LOC763377	6.58e-5	0.285903119	0.355	0.253	1	cilia- and flagella-associated protein 74	spu:763377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18251	LOC577393	8.39e-6	0.28542986	0.561	0.493	0.182996061	T-complex protein 1 subunit zeta	spu:577393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21869	LOC584503	3.36e-5	0.285406871	0.813	0.889	0.734088661	spectrin beta chain, non-erythrocytic 1 isoform X1	spu:584503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7956	LOC105446825	0.003805497	0.285228099	0.43	0.415	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28101	LOC764363	5.76e-5	0.285201101	0.262	0.151	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20043	LOC580680	1.28e-30	0.284054062	1	1	2.8e-26	Y-box factor homolog isoform X1	spu:580680	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17104	LOC575292	3.68e-5	0.283894485	0.813	0.881	0.803958848	HMG box-containing protein 4 isoform X1	spu:575292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18593	LOC577986	1.56329e-4	0.283716106	0.299	0.197	1	ATP-dependent RNA helicase HAS1	spu:577986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25483	LOC593001	0.003388699	0.283399821	0.598	0.67	1	zinc finger and BTB domain-containing protein 24	spu:593001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25996	LOC594379	2.63624e-4	0.283288073	0.692	0.754	1	trichohyalin isoform X1	spu:594379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
556	LOC100888619	6.14985e-4	0.282836937	0.495	0.481	1	zinc finger protein 3 homolog	spu:100888619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17684	LOC576368	2.79e-7	0.282767239	0.813	0.842	0.006081913	40S ribosomal protein S2	spu:576368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17897	LOC576757	9.84e-6	0.282584273	0.626	0.608	0.214813308	ADP-ribosylation factor GTPase-activating protein 1 isoform X1	spu:576757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20218	LOC581035	0.00203705	0.282377494	0.29	0.215	1	protein henna isoform X1	spu:581035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18885	LOC578529	0.026631522	0.282266071	0.542	0.645	1	angiogenic factor with G patch and FHA domains 1 isoform X1	spu:578529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25825	LOC593861	6.67e-14	0.281443054	1	0.998	1.45e-9	60S ribosomal protein L19	spu:593861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18442	LOC577725	8.09e-6	0.280918692	0.804	0.832	0.176571659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22822	LOC586800	1.67e-5	0.280485207	0.869	0.893	0.365483385	serine/arginine-rich splicing factor 10	spu:586800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20952	LOC582434	8.53e-5	0.280400127	0.673	0.703	1	signal recognition particle subunit SRP68	spu:582434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24423	LOC590655	8.75e-7	0.279186222	0.972	0.988	0.019095678	dynein regulatory complex subunit 7	spu:590655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17065	LOC575225	4.88e-25	0.278727077	1	1	1.06e-20	ADP/ATP translocase 3	spu:575225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8123	LOC105447310	1.58238e-4	0.278667189	0.224	0.122	1	uncharacterized protein LOC105447310	spu:105447310	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24728	LOC591397	1.71e-6	0.278465792	0.925	0.966	0.037221523	eukaryotic translation initiation factor 3 subunit B	spu:591397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27292	LOC756355	1.21e-7	0.278274981	0.28	0.13	0.002638572	kinesin-like protein KIF27	spu:756355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16459	LOC373192	0.053288181	0.278049035	0.523	0.599	1	actin related protein 1	spu:373192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2624	LOC100891963	1.54e-5	0.27785221	0.374	0.25	0.336030927	uncharacterized protein LOC100891963 isoform X1	spu:100891963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28185	LOC764652	7.76361e-4	0.277187258	0.402	0.351	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
910	LOC100889188	1.31e-8	0.276710754	0.85	0.594	2.86084e-4	uncharacterized protein LOC100889188	spu:100889188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22680	LOC586472	3.74003e-4	0.276559989	0.299	0.206	1	uncharacterized protein LOC586472	spu:586472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23085	LOC587473	0.109498532	0.276189529	0.393	0.454	1	uncharacterized protein LOC587473 isoform X1	spu:587473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23815	LOC589247	2.16e-9	0.276094061	0.925	0.942	4.71e-5	AT-rich interactive domain-containing protein 4A	spu:589247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19015	LOC578784	3.07e-9	0.275818858	0.972	0.98	6.71e-5	uncharacterized protein LOC578784 isoform X1	spu:578784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26834	LOC754117	0.00692994	0.275794275	0.168	0.103	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1864	LOC100890739	0.018115327	0.275356274	0.271	0.224	1	otolith matrix protein OMM-64	spu:100890739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2012	LOC100890990	2.78e-8	0.275076084	0.243	0.098	6.06511e-4	histone-lysine N-methyltransferase PRDM9 isoform X1	spu:100890990	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20018	LOC580635	0.001104217	0.274993933	0.439	0.398	1	huntingtin-interacting protein K	spu:580635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23090	LOC587488	0.001249698	0.274604139	0.561	0.611	1	uncharacterized protein C1orf87	spu:587488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28339	Wnt8	4.38e-7	0.274560642	0.29	0.14	0.009554591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6258	LOC105442302	8.87212e-4	0.274356768	0.598	0.653	1	proteoglycan 4-like	spu:105442302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19364	LOC579422	0.092565631	0.274211917	0.411	0.458	1	trichohyalin isoform X1	spu:579422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5531	LOC105440368	8.16e-5	0.273773619	0.654	0.704	1	vesicle-associated membrane protein 8-like	spu:105440368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24934	LOC591819	1.52e-5	0.273453741	0.729	0.788	0.33112289	alpha-centractin	spu:591819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20414	LOC581409	5.93e-5	0.273291755	0.822	0.87	1	nucleolar RNA helicase 2	spu:581409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16963	LOC575056	1.13e-6	0.273228634	0.234	0.105	0.024579524	40S ribosomal protein S3a	spu:575056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17013	LOC575138	5.54e-5	0.273195763	0.748	0.821	1	signal recognition particle 54 kDa protein isoform X1	spu:575138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1644	LOC100890394	1.35e-6	0.272785117	0.963	0.974	0.029414762	nucleolin isoform X2	spu:100890394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27043	LOC754972	8.73599e-4	0.272254618	0.308	0.226	1	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial	spu:754972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17173	LOC575423	7.61e-5	0.271865338	0.664	0.704	1	PDZ domain-containing protein 7	spu:575423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23209	LOC587772	0.003723376	0.271835414	0.411	0.384	1	coiled-coil domain-containing protein 25	spu:587772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2096	LOC100891130	0.002573576	0.271761822	0.421	0.384	1	uncharacterized protein LOC100891130	spu:100891130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17686	LOC576371	3.41169e-4	0.271760484	0.318	0.223	1	cell division cycle protein 20 homolog	spu:576371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18262	LOC577413	4.38201e-4	0.271541433	0.626	0.642	1	outer dense fiber protein 3	spu:577413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22717	LOC586560	1.46e-10	0.271448605	0.981	0.998	3.18e-6	uncharacterized protein LOC586560	spu:586560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19313	LOC579327	3.63e-8	0.269300073	0.935	0.966	7.9142e-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19179	LOC579087	6.18e-11	0.268414601	0.262	0.092	1.35e-6	teneurin-3 isoform X1	spu:579087	NA	LOC105324492	teneurin-2	2	0.136381658906295	0.878209493241462	0.440711462450593	0.309457934558678	0.104989319740314	1.45956235618662e-53	5.80608067041612e-48	lcl|NW_011934994.1_cds_XP_019921036.1_4456	sp|O61307|TENM_DROME	0	XP_030836269.1	0	1752349390	ECB-GENE-23043522	FBgn0004449	7.28e-17	R13F6.4e.1	0	ten-1	XP_011421885.1	PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421893.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421907.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421915.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421923.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421929.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421937.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421944.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421953.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_019921036.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_019921047.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]	0
19179	LOC579087	6.18e-11	0.268414601	0.262	0.092	1.35e-6	teneurin-3 isoform X1	spu:579087	NA	LOC105324492	teneurin-2	2	0.136381658906295	0.878209493241462	0.440711462450593	0.309457934558678	0.104989319740314	1.45956235618662e-53	5.80608067041612e-48	lcl|NW_011934994.1_cds_XP_019921047.1_4457	sp|O61307|TENM_DROME	0	XP_030836269.1	0	1752349390	ECB-GENE-23043522	FBgn0004449	7.28e-17	R13F6.4e.1	0	ten-1	XP_011421885.1	PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421893.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421907.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421915.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421923.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421929.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421937.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421944.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421953.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_019921036.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_019921047.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]	0
19179	LOC579087	6.18e-11	0.268414601	0.262	0.092	1.35e-6	teneurin-3 isoform X1	spu:579087	NA	LOC105324492	teneurin-2	2	0.136381658906295	0.878209493241462	0.440711462450593	0.309457934558678	0.104989319740314	1.45956235618662e-53	5.80608067041612e-48	lcl|NW_011934994.1_cds_XP_011421885.1_4458	sp|O61307|TENM_DROME	0	XP_030836269.1	0	1752349390	ECB-GENE-23043522	FBgn0004449	7.28e-17	R13F6.4e.1	0	ten-1	XP_011421885.1	PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421893.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421907.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421915.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421923.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421929.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421937.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421944.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421953.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_019921036.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_019921047.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]	0
19179	LOC579087	6.18e-11	0.268414601	0.262	0.092	1.35e-6	teneurin-3 isoform X1	spu:579087	NA	LOC105324492	teneurin-2	2	0.136381658906295	0.878209493241462	0.440711462450593	0.309457934558678	0.104989319740314	1.45956235618662e-53	5.80608067041612e-48	lcl|NW_011934994.1_cds_XP_011421893.1_4459	sp|O61307|TENM_DROME	0	XP_030836269.1	0	1752349390	ECB-GENE-23043522	FBgn0004449	7.28e-17	R13F6.4e.1	0	ten-1	XP_011421885.1	PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421893.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421907.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421915.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421923.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421929.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421937.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421944.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421953.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_019921036.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_019921047.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]	0
19179	LOC579087	6.18e-11	0.268414601	0.262	0.092	1.35e-6	teneurin-3 isoform X1	spu:579087	NA	LOC105324492	teneurin-2	2	0.136381658906295	0.878209493241462	0.440711462450593	0.309457934558678	0.104989319740314	1.45956235618662e-53	5.80608067041612e-48	lcl|NW_011934994.1_cds_XP_011421907.1_4460	sp|O61307|TENM_DROME	0	XP_030836269.1	0	1752349390	ECB-GENE-23043522	FBgn0004449	7.28e-17	R13F6.4e.1	0	ten-1	XP_011421885.1	PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421893.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421907.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421915.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421923.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421929.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421937.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421944.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421953.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_019921036.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_019921047.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]	0
